pair,proximity,mode,subject,accuracy_pooled,kappa,f1_macro,sensitivity,specificity,tp,tn,fp,fn,n,accuracy_foldmean
WFE/SAA,distant,cwt,4,81.25,0.625,81.1053,72.5,90.0,29.0,36.0,4.0,11.0,80.0,81.25
WFE/SAA,distant,cwt,5,62.5,0.25,62.2879,55.0,70.0,22.0,28.0,12.0,18.0,80.0,62.5
WFE/SAA,distant,cwt,6,67.5,0.35,67.4185,72.5,62.5,29.0,25.0,15.0,11.0,80.0,67.5
WFE/SAA,distant,cwt,7,55.0,0.1,55.0,55.0,55.0,22.0,22.0,18.0,18.0,80.0,55.0
WFE/SAA,distant,cwt,8,53.75,0.075,53.1571,65.0,42.5,26.0,17.0,23.0,14.0,80.0,53.75
WFE/SAA,distant,cwt,9,60.0,0.2,60.0,60.0,60.0,24.0,24.0,16.0,16.0,80.0,60.0
WFE/SAA,distant,cwt,10,61.25,0.225,61.1954,57.5,65.0,23.0,26.0,14.0,17.0,80.0,61.25
WFE/SAA,distant,cwt,11,52.5,0.05,52.4703,55.0,50.0,22.0,20.0,20.0,18.0,80.0,52.5
WFE/SAA,distant,cwt,12,60.0,0.2,60.0,60.0,60.0,24.0,24.0,16.0,16.0,80.0,60.0
WFE/SAA,distant,cwt,13,61.25,0.225,61.1954,57.5,65.0,23.0,26.0,14.0,17.0,80.0,61.25
WFE/SAA,distant,cwt,14,58.75,0.175,58.5882,52.5,65.0,21.0,26.0,14.0,19.0,80.0,58.75
WFE/SAA,distant,cwt,15,58.75,0.175,57.9551,72.5,45.0,29.0,18.0,22.0,11.0,80.0,58.75
WFE/SAA,distant,cwt,16,50.0,0.0,49.9687,47.5,52.5,19.0,21.0,19.0,21.0,80.0,50.0
WFE/SAA,distant,cwt,17,62.5,0.25,62.4765,60.0,65.0,24.0,26.0,14.0,16.0,80.0,62.5
WFE/SAA,distant,cwt,18,63.75,0.275,63.7443,62.5,65.0,25.0,26.0,14.0,15.0,80.0,63.75
WFE/SFE,distant,raw,1,58.8889,0.1778,58.8432,55.5556,62.2222,25.0,28.0,17.0,20.0,90.0,58.8889
WFE/SFE,distant,raw,2,58.75,0.175,58.6919,62.5,55.0,25.0,22.0,18.0,15.0,80.0,58.75
WFE/SFE,distant,raw,3,76.25,0.525,76.2166,72.5,80.0,29.0,32.0,8.0,11.0,80.0,76.25
WFE/SFE,distant,raw,4,75.0,0.5,74.9844,72.5,77.5,29.0,31.0,9.0,11.0,80.0,75.0
WFE/SFE,distant,raw,5,59.2593,0.1853,59.2593,58.5366,60.0,24.0,24.0,16.0,17.0,81.0,59.3382
WFE/SFE,distant,raw,6,63.75,0.275,63.2853,52.5,75.0,21.0,30.0,10.0,19.0,80.0,63.75
WFE/SFE,distant,raw,7,52.5,0.05,52.5,52.5,52.5,21.0,21.0,19.0,19.0,80.0,52.5
WFE/SFE,distant,raw,8,65.0,0.3,64.9781,62.5,67.5,25.0,27.0,13.0,15.0,80.0,65.0
WFE/SFE,distant,raw,9,63.75,0.275,63.699,67.5,60.0,27.0,24.0,16.0,13.0,80.0,63.75
WFE/SFE,distant,raw,10,56.25,0.125,56.2432,57.5,55.0,23.0,22.0,18.0,17.0,80.0,56.25
WFE/SFE,distant,raw,11,53.75,0.075,53.7428,55.0,52.5,22.0,21.0,19.0,18.0,80.0,53.75
WFE/SFE,distant,raw,12,62.5,0.25,62.5,62.5,62.5,25.0,25.0,15.0,15.0,80.0,62.5
WFE/SFE,distant,raw,13,61.25,0.225,61.2439,62.5,60.0,25.0,24.0,16.0,15.0,80.0,61.25
WFE/SFE,distant,raw,14,53.75,0.075,53.3932,62.5,45.0,25.0,18.0,22.0,15.0,80.0,53.75
WFE/SFE,distant,raw,15,46.25,-0.075,46.2416,45.0,47.5,18.0,19.0,21.0,22.0,80.0,46.25
WFE/SFE,distant,raw,16,56.25,0.125,55.9125,47.5,65.0,19.0,26.0,14.0,21.0,80.0,56.25
WFE/SFE,distant,raw,17,47.5,-0.05,47.5,47.5,47.5,19.0,19.0,21.0,21.0,80.0,47.5
WFE/SFE,distant,raw,18,78.75,0.575,78.6667,72.5,85.0,29.0,34.0,6.0,11.0,80.0,78.75
WFE/SFE,distant,cwt,1,58.8889,0.1778,58.6387,51.1111,66.6667,23.0,30.0,15.0,22.0,90.0,58.8889
WFE/SFE,distant,cwt,2,48.75,-0.025,48.6778,45.0,52.5,18.0,21.0,19.0,22.0,80.0,48.75
WFE/SFE,distant,cwt,3,67.5,0.35,67.3162,60.0,75.0,24.0,30.0,10.0,16.0,80.0,67.5
WFE/SFE,distant,cwt,4,77.5,0.55,77.4436,72.5,82.5,29.0,33.0,7.0,11.0,80.0,77.5
WFE/SFE,distant,cwt,5,53.0864,0.061,53.022,56.0976,50.0,23.0,20.0,20.0,18.0,81.0,53.1618
WFE/SFE,distant,cwt,6,58.75,0.175,58.6919,55.0,62.5,22.0,25.0,15.0,18.0,80.0,58.75
WFE/SFE,distant,cwt,7,58.75,0.175,58.6919,62.5,55.0,25.0,22.0,18.0,15.0,80.0,58.75
WFE/SFE,distant,cwt,8,50.0,0.0,49.9687,47.5,52.5,19.0,21.0,19.0,21.0,80.0,50.0
WFE/SFE,distant,cwt,9,57.5,0.15,57.5,57.5,57.5,23.0,23.0,17.0,17.0,80.0,57.5
WFE/SFE,distant,cwt,10,58.75,0.175,58.5882,52.5,65.0,21.0,26.0,14.0,19.0,80.0,58.75
WFE/SFE,distant,cwt,11,57.5,0.15,56.8254,70.0,45.0,28.0,18.0,22.0,12.0,80.0,57.5
WFE/SFE,distant,cwt,12,51.25,0.025,51.0588,57.5,45.0,23.0,18.0,22.0,17.0,80.0,51.25
WFE/SFE,distant,cwt,13,65.0,0.3,64.9123,60.0,70.0,24.0,28.0,12.0,16.0,80.0,65.0
WFE/SFE,distant,cwt,14,55.0,0.1,54.9719,52.5,57.5,21.0,23.0,17.0,19.0,80.0,55.0
WFE/SFE,distant,cwt,15,46.25,-0.075,46.0392,52.5,40.0,21.0,16.0,24.0,19.0,80.0,46.25
WFE/SFE,distant,cwt,16,51.25,0.025,50.8739,42.5,60.0,17.0,24.0,16.0,23.0,80.0,51.25
WFE/SFE,distant,cwt,17,55.0,0.1,54.2857,67.5,42.5,27.0,17.0,23.0,13.0,80.0,55.0
WFE/SFE,distant,cwt,18,75.0,0.5,74.9373,70.0,80.0,28.0,32.0,8.0,12.0,80.0,75.0
WFE/SPS,distant,raw,1,63.3333,0.2667,63.2925,66.6667,60.0,30.0,27.0,18.0,15.0,90.0,63.3333
WFE/SPS,distant,raw,2,46.25,-0.075,46.0392,40.0,52.5,16.0,21.0,19.0,24.0,80.0,46.25
WFE/SPS,distant,raw,3,73.75,0.475,73.713,70.0,77.5,28.0,31.0,9.0,12.0,80.0,73.75
WFE/SPS,distant,raw,4,78.75,0.575,78.6667,85.0,72.5,34.0,29.0,11.0,6.0,80.0,78.75
WFE/SPS,distant,raw,5,53.75,0.075,53.6849,50.0,57.5,20.0,23.0,17.0,20.0,80.0,53.75
WFE/SPS,distant,raw,6,55.0,0.1,54.8872,50.0,60.0,20.0,24.0,16.0,20.0,80.0,55.0
WFE/SPS,distant,raw,7,71.25,0.425,71.2455,70.0,72.5,28.0,29.0,11.0,12.0,80.0,71.25
WFE/SPS,distant,raw,8,60.0,0.2,60.0,60.0,60.0,24.0,24.0,16.0,16.0,80.0,60.0
WFE/SPS,distant,raw,9,52.5,0.05,52.381,57.5,47.5,23.0,19.0,21.0,17.0,80.0,52.5
WFE/SPS,distant,raw,10,70.0,0.4,69.9248,75.0,65.0,30.0,26.0,14.0,10.0,80.0,70.0
WFE/SPS,distant,raw,11,56.25,0.125,56.1884,52.5,60.0,21.0,24.0,16.0,19.0,80.0,56.25
WFE/SPS,distant,raw,12,70.0,0.4,70.0,70.0,70.0,28.0,28.0,12.0,12.0,80.0,70.0
WFE/SPS,distant,raw,13,56.25,0.125,56.2432,57.5,55.0,23.0,22.0,18.0,17.0,80.0,56.25
WFE/SPS,distant,raw,14,61.25,0.225,61.1954,57.5,65.0,23.0,26.0,14.0,17.0,80.0,61.25
WFE/SPS,distant,raw,15,46.25,-0.075,46.0392,52.5,40.0,21.0,16.0,24.0,19.0,80.0,46.25
WFE/SPS,distant,raw,16,66.25,0.325,65.9896,57.5,75.0,23.0,30.0,10.0,17.0,80.0,66.25
WFE/SPS,distant,raw,17,58.75,0.175,58.5882,65.0,52.5,26.0,21.0,19.0,14.0,80.0,58.75
WFE/SPS,distant,raw,18,67.5,0.35,67.4797,65.0,70.0,26.0,28.0,12.0,14.0,80.0,67.5
WFE/SPS,distant,cwt,1,70.0,0.4,69.9071,75.5556,64.4444,34.0,29.0,16.0,11.0,90.0,70.0
WFE/SPS,distant,cwt,2,48.75,-0.025,48.549,55.0,42.5,22.0,17.0,23.0,18.0,80.0,48.75
WFE/SPS,distant,cwt,3,68.75,0.375,68.6275,62.5,75.0,25.0,30.0,10.0,15.0,80.0,68.75
WFE/SPS,distant,cwt,4,80.0,0.6,79.9875,82.5,77.5,33.0,31.0,9.0,7.0,80.0,80.0
WFE/SPS,distant,cwt,5,60.0,0.2,59.596,50.0,70.0,20.0,28.0,12.0,20.0,80.0,60.0
WFE/SPS,distant,cwt,6,58.75,0.175,58.7436,57.5,60.0,23.0,24.0,16.0,17.0,80.0,58.75
WFE/SPS,distant,cwt,7,65.0,0.3,65.0,65.0,65.0,26.0,26.0,14.0,14.0,80.0,65.0
WFE/SPS,distant,cwt,8,56.25,0.125,56.1884,60.0,52.5,24.0,21.0,19.0,16.0,80.0,56.25
WFE/SPS,distant,cwt,9,63.75,0.275,63.699,60.0,67.5,24.0,27.0,13.0,16.0,80.0,63.75
WFE/SPS,distant,cwt,10,62.5,0.25,62.406,57.5,67.5,23.0,27.0,13.0,17.0,80.0,62.5
WFE/SPS,distant,cwt,11,51.25,0.025,51.1813,55.0,47.5,22.0,19.0,21.0,18.0,80.0,51.25
WFE/SPS,distant,cwt,12,65.0,0.3,65.0,65.0,65.0,26.0,26.0,14.0,14.0,80.0,65.0
WFE/SPS,distant,cwt,13,57.5,0.15,57.4734,60.0,55.0,24.0,22.0,18.0,16.0,80.0,57.5
WFE/SPS,distant,cwt,14,58.75,0.175,58.6919,55.0,62.5,22.0,25.0,15.0,18.0,80.0,58.75
WFE/SPS,distant,cwt,15,53.75,0.075,53.3932,62.5,45.0,25.0,18.0,22.0,15.0,80.0,53.75
WFE/SPS,distant,cwt,16,62.5,0.25,62.406,57.5,67.5,23.0,27.0,13.0,17.0,80.0,62.5
WFE/SPS,distant,cwt,17,51.25,0.025,51.0588,57.5,45.0,23.0,18.0,22.0,17.0,80.0,51.25
WFE/SPS,distant,cwt,18,71.25,0.425,71.2095,67.5,75.0,27.0,30.0,10.0,13.0,80.0,71.25
WFE/WAA,same,raw,1,61.1111,0.2222,61.1063,60.0,62.2222,27.0,28.0,17.0,18.0,90.0,61.1111
WFE/WAA,same,raw,2,61.25,0.225,61.2439,62.5,60.0,25.0,24.0,16.0,15.0,80.0,61.25
WFE/WAA,same,raw,3,66.25,0.325,66.2447,65.0,67.5,26.0,27.0,13.0,14.0,80.0,66.25
WFE/WAA,same,raw,4,62.5,0.25,62.4765,60.0,65.0,24.0,26.0,14.0,16.0,80.0,62.5
WFE/WAA,same,raw,5,67.5,0.35,67.4185,62.5,72.5,25.0,29.0,11.0,15.0,80.0,67.5
WFE/WAA,same,raw,6,61.25,0.225,61.1954,65.0,57.5,26.0,23.0,17.0,14.0,80.0,61.25
WFE/WAA,same,raw,7,65.0,0.3,64.9123,70.0,60.0,28.0,24.0,16.0,12.0,80.0,65.0
WFE/WAA,same,raw,8,61.25,0.225,61.098,67.5,55.0,27.0,22.0,18.0,13.0,80.0,61.25
WFE/WAA,same,raw,9,52.5,0.05,52.5,52.5,52.5,21.0,21.0,19.0,19.0,80.0,52.5
WFE/WAA,same,raw,10,48.75,-0.025,48.6778,52.5,45.0,21.0,18.0,22.0,19.0,80.0,48.75
WFE/WAA,same,raw,11,67.5,0.35,67.5,67.5,67.5,27.0,27.0,13.0,13.0,80.0,67.5
WFE/WAA,same,raw,12,52.5,0.05,52.5,52.5,52.5,21.0,21.0,19.0,19.0,80.0,52.5
WFE/WAA,same,raw,13,50.0,0.0,48.4204,67.5,32.5,27.0,13.0,27.0,13.0,80.0,50.0
WFE/WAA,same,raw,14,61.25,0.225,61.2439,60.0,62.5,24.0,25.0,15.0,16.0,80.0,61.25
WFE/WAA,same,raw,15,51.25,0.025,51.2424,50.0,52.5,20.0,21.0,19.0,20.0,80.0,51.25
WFE/WAA,same,raw,16,58.75,0.175,57.9551,45.0,72.5,18.0,29.0,11.0,22.0,80.0,58.75
WFE/WAA,same,raw,17,57.5,0.15,57.2596,65.0,50.0,26.0,20.0,20.0,14.0,80.0,57.5
WFE/WAA,same,raw,18,67.5,0.35,67.4797,70.0,65.0,28.0,26.0,14.0,12.0,80.0,67.5
WFE/WAA,same,cwt,1,52.2222,0.0444,52.0743,46.6667,57.7778,21.0,26.0,19.0,24.0,90.0,52.2222
WFE/WAA,same,cwt,2,51.25,0.025,51.0588,57.5,45.0,23.0,18.0,22.0,17.0,80.0,51.25
WFE/WAA,same,cwt,3,53.75,0.075,53.7428,52.5,55.0,21.0,22.0,18.0,19.0,80.0,53.75
WFE/WAA,same,cwt,4,57.5,0.15,56.8254,70.0,45.0,28.0,18.0,22.0,12.0,80.0,57.5
WFE/WAA,same,cwt,5,47.5,-0.05,47.3684,52.5,42.5,21.0,17.0,23.0,19.0,80.0,47.5
WFE/WAA,same,cwt,6,60.0,0.2,59.7737,52.5,67.5,21.0,27.0,13.0,19.0,80.0,60.0
WFE/WAA,same,cwt,7,60.0,0.2,59.8997,65.0,55.0,26.0,22.0,18.0,14.0,80.0,60.0
WFE/WAA,same,cwt,8,53.75,0.075,53.6849,57.5,50.0,23.0,20.0,20.0,17.0,80.0,53.75
WFE/WAA,same,cwt,9,50.0,0.0,50.0,50.0,50.0,20.0,20.0,20.0,20.0,80.0,50.0
WFE/WAA,same,cwt,10,52.5,0.05,52.381,47.5,57.5,19.0,23.0,17.0,21.0,80.0,52.5
WFE/WAA,same,cwt,11,48.75,-0.025,48.742,50.0,47.5,20.0,19.0,21.0,20.0,80.0,48.75
WFE/WAA,same,cwt,12,60.0,0.2,60.0,60.0,60.0,24.0,24.0,16.0,16.0,80.0,60.0
WFE/WAA,same,cwt,13,48.75,-0.025,48.6778,52.5,45.0,21.0,18.0,22.0,19.0,80.0,48.75
WFE/WAA,same,cwt,14,60.0,0.2,59.975,62.5,57.5,25.0,23.0,17.0,15.0,80.0,60.0
WFE/WAA,same,cwt,15,55.0,0.1,54.2857,67.5,42.5,27.0,17.0,23.0,13.0,80.0,55.0
WFE/WAA,same,cwt,16,55.0,0.1,54.7454,47.5,62.5,19.0,25.0,15.0,21.0,80.0,55.0
WFE/WAA,same,cwt,17,55.0,0.1,55.0,55.0,55.0,22.0,22.0,18.0,18.0,80.0,55.0
WFE/WAA,same,cwt,18,67.5,0.35,67.3162,60.0,75.0,24.0,30.0,10.0,16.0,80.0,67.5
